,tensile strength,PymatgenData mean X,PymatgenData std_dev X,PymatgenData std_dev row,PymatgenData avg_dev group,PymatgenData mean atomic_mass,PymatgenData std_dev atomic_mass,PymatgenData mean atomic_radius,PymatgenData std_dev atomic_radius,PymatgenData avg_dev atomic_radius,PymatgenData mean velocity_of_sound,PymatgenData std_dev velocity_of_sound,PymatgenData avg_dev velocity_of_sound,PymatgenData mean thermal_conductivity,PymatgenData mean melting_point,PymatgenData std_dev melting_point,PymatgenData avg_dev melting_point,PymatgenData mean average_ionic_radius,PymatgenData std_dev average_ionic_radius,PymatgenData avg_dev average_ionic_radius
12,1949.9,1.8281385258472405,0.16422520603465873,0.3527029475211144,0.6736323607688705,56.418819947406035,11.22671155766721,1.3867423284328046,0.0969226680841166,0.02478100026530561,5159.131439197774,1714.2672370371913,485.13348909788266,87.03128327937739,1901.6246737427775,392.25257598867944,167.97064864752312,0.8450833472742395,0.0955971658062384,0.03764175797505202
13,2468.9,1.8490845378922467,0.10334769239735066,0.2074103824426845,0.7629272856221758,57.320881433486534,8.475620958092033,1.3857778120643114,0.036489527207145,0.022065538007935048,4903.790825570282,343.60731680693374,87.39242473783258,84.04547447590352,1819.1929691930168,232.05889013329488,56.1439521412527,0.8202540725452164,0.06634974463579424,0.04369792131455066
14,2197.9,1.8298328859232866,0.17107172755886862,0.38527770006363987,0.7321430087665683,56.91575067111746,12.953610162456846,1.3889317033988864,0.09509589115917029,0.023161226113347165,5194.278956889149,1719.1617082438834,516.4967177630493,87.57472948925663,1922.8262292977233,422.4719012435045,193.6886134292512,0.8467883911300054,0.09545408476892037,0.03657238689072188
15,1792.3,1.8231512363484752,0.14508202001870268,0.31005957146103624,0.6283232814303312,55.833281294489616,8.951067042270079,1.3854505715568364,0.09634287372791031,0.025070401262192864,5175.168627513715,1858.5299232133618,501.02302185319536,86.77047101322486,1890.4026802331223,356.40227702826434,147.7531734400803,0.8450116397693843,0.10101343987754612,0.03869488286676772
16,2436.8,1.8500966723221768,0.10877020203489406,0.24783657273258466,0.767945155405554,57.30697194005327,9.392007643495015,1.385046699206432,0.047938554654229235,0.023396870547519356,4921.8485807943125,671.5767814805106,104.91005009361672,84.80101441190082,1822.504427627355,268.0621408073726,66.21023824426065,0.8196966184036701,0.07014431485944694,0.04433738727753123
17,2129.0,1.8258456613846352,0.15986657767160387,0.38357915353892846,0.7239782401307345,56.054112415887964,12.218249462572993,1.384883618368893,0.10258466658298426,0.028519441711650783,5143.328330843922,1763.784970742892,508.05874511511433,87.71869478727736,1908.0528018174168,392.14649760372504,174.38428389522448,0.8440626974228264,0.10607467972234194,0.04105408408821669
18,1751.6,1.859116302031258,0.1016323129390054,0.2706959400055264,0.6947644573730816,58.07330198269657,10.599698494419856,1.3866149603136693,0.04203795250354675,0.02250559647964091,4938.0296233237295,552.2163166655754,114.10787364769519,86.3920314229509,1833.3990011719081,298.5240548058866,81.17955535529002,0.8202539768442636,0.06627494767160293,0.04307903357288807
19,1453.8,1.8126217768768202,0.10208212441082767,0.2714234102780049,0.7831241101618223,54.54467823529023,7.884430568768077,1.3815781665188223,0.08302882001431834,0.03045086250597247,4966.855958908837,1008.36882493706,332.08490656189736,87.3589519793024,1860.1776471988346,211.43406381989885,107.19162577309952,0.8422652004204326,0.10833327866046494,0.045603792004095596
20,2570.0,1.8495024847506771,0.10826567070080802,0.27959906907614934,0.8122091465935575,57.09499317905557,10.224715664036818,1.384575867037208,0.046926854561769205,0.024201028335152808,4923.319438866933,535.871800642583,96.30861143221138,86.60934078216759,1810.5282194362162,286.9810534354401,61.04727261367776,0.8190833886361435,0.07136044186046904,0.04536606392487747
21,2441.3,1.8501193309316646,0.10624524412458067,0.2449143896824808,0.7680246822387328,57.276549185122384,9.364892146958152,1.385471294248141,0.04387643786431648,0.0229021983374636,4915.95549054143,537.6125851619247,93.27448738424452,85.19263784290911,1816.8355792374969,260.47258161950634,58.33169513987355,0.8202166939571494,0.06920143466800732,0.04406156138069984
22,2011.9,1.8201907679662217,0.1527184585913613,0.304953374120348,0.71999325058432,56.53288385366903,10.777618103650981,1.3914302035470643,0.07184888711883088,0.017703371203648524,5133.677201943231,1249.204906599689,421.3880610847479,86.65829201078498,1905.2256311666072,360.29195675300764,166.13962420861318,0.8515155327940713,0.08264158901168192,0.03119630430670933
23,2039.4,1.823770092938815,0.16728416249742253,0.35795740490828193,0.706624348781204,56.4024802227494,11.593519466251925,1.3884883790964,0.09517146001101832,0.022755905150740333,5180.810295724598,1722.3006674958435,497.1797567767895,86.42952046907018,1908.0692477912849,400.9874098040578,175.95991686996396,0.8469338028130496,0.09771594057234226,0.03663235990491849
24,1603.4,1.8262416889677078,0.15229027346571133,0.34619074343349887,0.676459273050311,56.568941282315095,11.44316598848783,1.3887615749649866,0.08874162534969582,0.02211337975367929,5176.47980110504,1709.722728068108,489.796241307963,87.1806113400918,1908.026146080232,387.6511980549414,171.6752710004441,0.8465304670372789,0.09603408823635759,0.036330397755095035
25,1770.7,1.8268302023764411,0.14267212209786653,0.3394572467432512,0.5943382672442048,55.62219245302545,9.717221026704737,1.3824849735067748,0.10436373773790542,0.029559561827322334,5129.049263699331,1903.917606688188,486.3481284766467,87.20042037183508,1882.2244914190753,354.3691870625816,139.32268369253575,0.840352522214345,0.1082959603012483,0.042834504634094946
26,1970.6,1.824027370100032,0.12917753840059693,0.327370660174828,0.7090737815358371,56.268093249893624,11.687892146521238,1.3893191006202072,0.047096374069015276,0.020340863983605344,5071.34884787921,673.7683714134942,289.41838254540875,89.86293768170647,1856.1875713512372,366.18757532492776,141.19403981626255,0.8403995099807304,0.08099604699254755,0.0401651435670029
27,1675.6,1.8590181973135906,0.09224412592145531,0.2534127336205121,0.6805393713730041,57.90416759369238,9.872781584231552,1.3860908402598024,0.04199565221441481,0.022546353017256212,4934.054660844609,534.9278094932957,101.49897474346506,86.44612624923211,1826.3956889198728,279.39680806647004,68.62357435428302,0.8202543975032744,0.06692074048175738,0.0431321638936726
28,2032.6,1.830600257706037,0.20078947853430593,0.40120718673232764,0.7118649619732049,56.207829368923846,12.15740399903695,1.3851473300078516,0.1169419310071024,0.02826321691119606,5149.416503873333,1738.0749359330616,494.5795258369748,86.37478549543091,1899.8053323635818,432.01582245807947,176.39980658912947,0.8472127726790453,0.09638050511838983,0.036133754417285065
29,2122.1,1.8251471803199257,0.1691477925217922,0.36224168808419654,0.7172327289153986,56.368615281622056,11.651177954240511,1.387882761067907,0.09756562268173004,0.02361759522706138,5173.164806063727,1730.3989121526,496.3669168361902,86.53039865522267,1909.86155016439,402.9113536588419,176.43992812021548,0.8473775575354127,0.09592303469881544,0.03553069605095745
30,2436.8,1.8511889853197088,0.10354318002028763,0.24022141312886242,0.7566381753069406,57.32114624942873,9.235977444381271,1.3856898171592094,0.043622018983932566,0.02262539190319885,4918.50415999701,537.0240925570079,91.39765042504443,85.10164951769099,1817.1732394829294,257.1676661515352,56.96441905012438,0.8204514204632616,0.06945885174061474,0.04390088487674348
31,2122.1,1.8262276647278342,0.1687934702891959,0.3781549167304435,0.7051380377429154,56.29765168430645,11.875766380425665,1.3870919616366175,0.10409760614279318,0.025015780035040135,5212.521665412715,1937.8214913577199,546.0057631007736,87.0027376950676,1914.677912260135,415.6927731358525,181.34387892201292,0.8469462847658779,0.10258911883579794,0.036807280880349645
32,2108.3,1.8260659222934363,0.16896774213325047,0.37830893948499483,0.7074940226993369,56.29206870828854,11.881328120878598,1.3871086576524987,0.10413421653139383,0.024998493418334766,5212.655337256088,1938.6068260544516,546.1987616481242,86.95892676949852,1914.9722489990972,415.90437923935167,181.60151449890017,0.8469867134796573,0.1025973564762737,0.03675712286015921
33,1953.3,1.8243486896043373,0.12912942902330413,0.32792968370277314,0.7039912211113285,56.27860489295061,11.711016316503002,1.3893962242504845,0.047161413463832146,0.020240384569947343,5069.387689879754,674.2126596950613,286.701022875193,89.78960877405262,1855.6953833251584,366.46356434841584,140.07824005380394,0.8403525804379431,0.08090392228999072,0.03992137637517043
34,1839.4,1.8258442909024575,0.14690955534516162,0.34505159271020014,0.5923606708514416,55.5804818206255,9.824131095697663,1.3826633573927785,0.10637174225720546,0.029573704043592646,5140.302535323059,1946.83939820551,496.2536703743386,86.75329127131006,1882.3777879592358,361.61848310020616,141.35508258217823,0.8399439634755698,0.11067795358121485,0.043596125550364975
35,1949.8,1.8240304124621913,0.1273206961162892,0.32136379017574696,0.6973253810994439,56.30580025969367,11.610835046680002,1.389774500289384,0.04230267505051512,0.019632017814970322,5063.0336159957,545.9229816148244,276.4646718131896,89.69131504920531,1855.055255101336,361.1336606024367,138.39001430468335,0.8406787399514883,0.07925671498359109,0.039448322883201464
36,1931.2,1.8312669143953575,0.16139990268839877,0.35724037820734356,0.6380911674891643,56.87336252971662,12.319580156121226,1.3886520485363374,0.0847475444292953,0.022828226159736682,5081.797911563436,1294.975017214729,392.7538762336408,87.10634510505763,1892.9209970891661,383.68400385518294,161.9103755028339,0.8428760454560607,0.0900722246125855,0.03789231248828433
37,1841.4,1.8224141897372759,0.14657868895288875,0.31575383534448564,0.618854948279272,55.78551041157719,9.0926653741539,1.3859610439360948,0.09800776745821006,0.024566210484703033,5173.139989977925,1888.4168843036846,499.90904341537134,86.60489781384747,1890.7758219951527,360.92001623036754,146.85878737793806,0.8461213754580531,0.1016927256031072,0.03689358122010543
38,1769.8,1.8277541832897275,0.14355292482660348,0.4111925520189628,0.8232538052264782,54.715755749165865,11.611521973763749,1.375257963364781,0.1241620608823828,0.041413026194434564,5059.38332861866,2043.5776831680523,512.6303738998076,88.5532524249897,1879.8569844863875,358.1256129810618,139.87845432147427,0.8337619083867454,0.12822954288968041,0.053133533941487066
39,1678.6,1.8303806477229083,0.17870915165927406,0.5050032708604746,0.6302760106837921,58.6123552421762,29.02944137150527,1.3855668625584072,0.08411820702946192,0.02355403674497545,5070.785767578251,1393.3268144510387,363.2315686276471,87.31846260901395,1907.0847514881907,491.264378947239,183.5627099043201,0.8439630244337943,0.09378998064824684,0.03795061019309321
40,2101.5,1.8238999154854152,0.16024856713112592,0.33800171840621074,0.6985060509835174,56.49577907983412,11.328529419805843,1.3897967568765754,0.08627697794678071,0.020524158259881534,5154.814036403191,1541.8025463030865,459.2052027752606,86.67529499761481,1906.6532154803836,384.5584116525955,169.8836611591033,0.8491903408034732,0.09033272590507387,0.03314043618233394
41,2094.6,1.8262124357136447,0.16675609784073372,0.3636219175120033,0.6942237777345189,56.407479740885194,11.683548866132062,1.3880769383736353,0.09796674586000124,0.02336924993153377,5182.479275376136,1778.316839225308,504.87239732410325,86.81207884410571,1909.8224554314913,403.94289887369933,175.3522713909362,0.8474964150732603,0.09737299814090243,0.035355536924715804
42,2239.3,1.844283892711372,0.09150803442360997,0.23317234320136643,0.7638510291834476,56.43864451615194,7.973702615806324,1.3830191309319828,0.04724455484191614,0.0244721503414687,4898.004596849387,489.0841413420912,78.77070580318926,86.73900280758525,1791.1669719462543,225.13067325726132,52.403583990019015,0.8200596779831346,0.07147952232116708,0.044441102906508094
43,1891.1,1.8273796008509493,0.14885204243079092,0.3219748499516809,0.6375243797186464,56.86132083729629,11.615784852778106,1.3905026002825764,0.06976061879368356,0.019537794859913613,5071.266095933671,1072.510373118794,361.6329977327758,86.90404323973038,1890.6941330196134,358.18578679286867,154.7098186344939,0.8450103968297547,0.08449231157889951,0.03551280319162335
44,2016.5,1.8244531194228175,0.16819543266321677,0.333262672710444,0.6955751462022622,56.491790936691494,11.181502906876663,1.3898134515266918,0.08617044478611736,0.0204138604928852,5119.968625302325,1343.2824941899244,419.83276715055985,86.38514455117087,1899.116747029752,379.7889368128875,164.08006582237851,0.8497223425907687,0.08483557583603908,0.0320693809443073
45,1754.6,1.8247298245740395,0.14596043495202982,0.3409338492260199,0.5939045572639157,55.55561467118064,9.731415933879845,1.38307636257126,0.1049688480570363,0.029013050610766374,5134.137321301883,1913.8168965195312,486.6968285784812,86.60932661416012,1881.364119266925,357.4927093276431,139.68205802458252,0.8404561826237025,0.11024546985444815,0.043054840580284345
46,1848.0,1.8312644044491502,0.16268512418198045,0.3691810565866122,0.6430746441664265,56.79578260306797,12.510557523939372,1.388249421492709,0.09000179499091761,0.02360257687047857,5105.715269143476,1470.2812251696214,425.1046971717269,87.17111113948066,1897.4935056027257,394.1783627527772,166.62225239552276,0.8430021918312548,0.09424773199028476,0.03816741518534258
47,1984.3,1.8239926428573576,0.15998130140846192,0.33844917695239746,0.6912322060609252,56.46861361356489,11.304407160871742,1.389710737805726,0.08656623451279181,0.0206078824828911,5152.244823131369,1544.6274575658824,455.9890343129517,86.69130927948636,1904.8461190372075,384.68503942348246,168.25121038539086,0.8490027152312799,0.09047788519577644,0.03311465071785217
48,1701.7,1.8475824027267664,0.09652180933138983,0.18633348890598472,0.6925454538375007,57.08514576978771,7.450728650225414,1.3858052451533867,0.04040259586132711,0.0216413038604369,4899.573824787991,508.2263284841448,86.07585681367772,84.24375572692502,1812.246286922793,206.99142122932926,39.99573157256628,0.8224655907880183,0.06643283887531576,0.04170363158752459
49,1453.8,1.8504628827055227,0.11068764252825454,0.3166813857699414,0.8453056347595105,57.06720502351903,11.353704545089009,1.3845775780417242,0.04886119006317969,0.024773748254863334,4942.811413587797,532.0384228117115,100.4199188895711,87.76625683051914,1809.7282888516052,324.38984508916957,71.7669244717163,0.8186793579840203,0.07344238231622223,0.046103816379515536
50,1350.4,1.8117548529725238,0.10557020985376733,0.2759530316605355,0.7518067724754877,54.51988589106489,7.923384522318604,1.3823737165844259,0.08513960875247882,0.029639510908364267,4982.084918162505,1088.903726946805,344.39649825016585,87.04844129359034,1863.0804388983709,221.8635399582993,109.79289226431327,0.8438764820761449,0.10932778947533538,0.04369254263325722
51,2067.0,1.8264432768054935,0.16594882208328052,0.3641520619728609,0.678511430125938,56.43169805705706,11.781094832938274,1.3886075840513055,0.0964321920345881,0.022640191594464627,5180.106188437555,1743.8328340500102,496.33096386049993,87.1326637556799,1907.4829170557257,404.6246503653064,173.54564327804667,0.8481563927682602,0.09656692766784485,0.03450825539450465
52,1741.5,1.8246286230689057,0.1462198424654351,0.34108465877785243,0.5924636285293977,55.55553551126122,9.734142332938985,1.383246500813355,0.10502452085193362,0.02880761998878314,5134.8632008018,1916.8042965871803,486.02556593850807,86.5505103809237,1881.4032701518806,358.1902899055545,139.54421082920416,0.840686479466361,0.11023226669359683,0.042715919158831724
53,1757.0,1.836615167100875,0.14293130778784546,0.32473611360542926,0.6592595822370355,55.91387943254115,8.784596681817382,1.3819953988049138,0.1056677232330801,0.028930289508620085,5150.194309576695,2015.378045950707,465.1006294698743,85.83777716789463,1866.5416017287787,359.1564112393726,123.4059323842121,0.8339006170266223,0.10657616063983397,0.04539554901131841
54,1792.7,1.8242584138080142,0.15318687048821408,0.34240664896716666,0.6744162248544666,56.47544944623511,11.40037444923822,1.3898504612280198,0.08699504907858628,0.020454011708134448,5179.393485154223,1685.1075931855999,484.40919232430775,87.10561581147306,1908.5119331739857,388.3031564400001,170.3028353859848,0.8489117048954763,0.09469497141477863,0.03347698970036936
55,1495.1,1.8509287506596017,0.10917859007748149,0.3205996381093962,0.8460256385612677,57.02301874574672,11.412079129647408,1.3845025631222723,0.049480054608099566,0.02487857662549707,4943.751320452371,530.9849354012526,98.71590402801148,88.2152250882651,1805.843357907128,324.70297320684796,72.25027470536477,0.8187354317003616,0.07412262716874375,0.04622330759722193
56,1726.8,1.8530136865998528,0.087585019833679,0.20670819283303446,0.6731642887891234,57.362678365006175,8.101109198039898,1.3857087785207434,0.041207107127051716,0.022001747715806794,4914.053236356487,509.96211575519646,77.59913334705529,85.33252765739428,1814.4363878782142,228.34384665668688,44.92751959924977,0.821634735030295,0.06721173440118086,0.042283544718493764
57,1764.8,1.8264638291616793,0.14358312713574004,0.39037121532181646,0.7307387374581914,54.9874204862626,11.082923265224615,1.3783683496289363,0.11809050371591577,0.03677900615810514,5081.369810682996,1992.1113602983294,498.30416746721477,87.8973712027345,1880.9243883723698,357.2443842222429,139.1447183105196,0.8370992810067307,0.12235964025356827,0.04843175818213566
58,1828.6,1.8240497705672405,0.10103287655468322,0.14143580728675068,0.678535556833035,55.7849121327062,4.851497350863257,1.3877560566550495,0.03984598897219623,0.019071135704236016,4985.216494371376,601.2314444468558,181.1785726445471,84.99304815239414,1825.1745210197596,203.47620873142395,67.17726862184549,0.8371722866281996,0.0766613749345465,0.03909207704050238
59,1595.4,1.825854715501885,0.1538101980679545,0.330394194367856,0.6097889475737518,56.23563457075425,10.751869208187454,1.3874348678674946,0.08839896603317171,0.023468860504142715,5079.966653708331,1416.516163830199,393.2091826983908,86.40534175378369,1881.430136708594,356.48470140680547,143.04274943904198,0.8436777666619028,0.09465510238370475,0.03758950024307505
60,1745.5,1.8242466418407501,0.15245135267665738,0.3385814289215447,0.6687375345325629,56.443974873140014,11.23078878933751,1.3897387478313328,0.08712024186682409,0.020484481219135778,5172.916183129338,1687.92402496536,477.92495285816506,86.79239697304632,1906.785557005001,385.049626476617,167.49226237089727,0.848509320919575,0.09459136980885051,0.03341806986482079
61,1671.3,1.818680333058295,0.1112758267231576,0.1870541004909232,0.6187437056172518,55.88308227820906,7.050407311835951,1.390604127418008,0.03363350586199072,0.016314058176901524,5040.172107252828,526.633851073393,249.33458864421465,85.77609216814199,1849.0761212386915,258.1807887543405,103.36407422852147,0.8443213380066218,0.07693942937058273,0.03552210872404086
62,1640.2,1.8329656485982746,0.12641525638189824,0.2599203705059307,0.5653162041723171,57.211526047608885,10.451099869527928,1.3924640441557945,0.03774542215207219,0.015705551945746694,5047.8312373101735,573.1885564177841,273.05836856645544,86.42190526207497,1876.0594517594423,319.7708394258526,134.45946313093376,0.8428000163326481,0.07199534487395162,0.03479732120729374
63,1371.1,1.8531687470960694,0.10673532963469776,0.29115522236474967,0.7871236862701163,57.37676588178185,10.80367535738998,1.385946915898169,0.04597770865129218,0.023128128576155708,4942.711600661561,539.8011811071149,99.4530033089476,86.45655599778307,1818.2880075140679,307.66873624228924,70.36157629211353,0.8201416171419196,0.07184474906695426,0.0445924202170674
64,1598.5,1.8203267755584942,0.1600391826510645,0.32831323599953005,0.6815703428880159,55.881626096201664,9.98653713390168,1.387710159248618,0.09636234299455261,0.02273153291916797,5157.66361970637,1744.9583920303016,473.75515058798845,85.71114279575312,1897.186581792515,375.54207119859797,156.66026018766738,0.848557863640462,0.09649292780446411,0.03355899672622803
65,1737.4,1.8232276105122966,0.1433073214826897,0.328742392911727,0.5795114391633982,55.46103590498623,9.199271895440482,1.3837347945007015,0.10346684548813487,0.027859640792198156,5126.488578847679,1888.4311735036467,470.37164626927694,86.29766864435669,1877.7846933516578,348.04170517531975,133.08924588268704,0.8417401682719078,0.10921985399897488,0.04120706231364079
66,1701.8,1.8300716757501294,0.12466884922702112,0.2581914191990267,0.5207467624315308,56.246331282111164,8.109174158738771,1.3868244606813667,0.07647621107374991,0.022097706842247582,5065.953053408961,1444.737178778682,337.2210542272759,85.77545559439456,1862.437840504826,306.9595657182061,111.07113575505716,0.8394635780391757,0.08833586604534882,0.03780798831795746
67,1719.7,1.8236704377376294,0.14211668238326872,0.32880479694623943,0.5933397806933979,55.44564885925738,9.210598500158795,1.3834972120714668,0.10353177896836589,0.028092119157379466,5122.593112033037,1889.4290661979728,469.4619669264706,86.36066442288396,1880.4931907224316,347.5386311178472,134.55690283071394,0.8421901908021976,0.107807717610798,0.04027529849101526
68,1775.6,1.8259555845290742,0.14500924846849117,0.345958977207575,0.5819332626457862,55.57104964462204,9.892324555216707,1.3833987403851633,0.10612950806738179,0.02868802498403512,5132.444240696616,1937.3628463888604,485.20572852568193,86.84508657227386,1883.0821073902137,360.7421721058705,139.2095134059673,0.8418671713591436,0.10943400365169981,0.04079677921533306
69,1939.6,1.8246168659426303,0.16635074253966597,0.35931455394527656,0.6904433508044575,56.39597891033222,11.716275223730396,1.3893948900125481,0.09468859781585542,0.021429385117087182,5173.774452822779,1711.3976127572007,485.3603209009834,86.52704971135618,1908.8126175465513,402.15664408706937,172.866210556023,0.8492408663127686,0.09516267696115278,0.03276925888139144
70,2149.7,1.8298757627077815,0.20032366202985932,0.4085210807373325,0.7027935013050096,56.23308803553465,12.49513472125615,1.3863795231321503,0.11728988966733703,0.026785802807113696,5163.593836384531,1806.999374461086,502.9855476381779,86.18977539269773,1903.955200546804,440.06080699517827,178.39049622367628,0.8484468067787629,0.09813190943392543,0.03408652262150658
71,1738.3,1.8258874559812026,0.14516287843065084,0.3442324559294146,0.5793654788134562,55.5614384677954,9.814821298495136,1.3835391463330426,0.1060405299272543,0.02845517477444086,5134.341756989218,1939.509425390236,484.82613187317173,86.79737753542769,1882.7699488936635,360.52300438990187,138.600184902062,0.8420794126290458,0.10932093917999625,0.04050603955826494
72,1612.3,1.8214221267336252,0.15794190065960767,0.3231852469259005,0.6562412223398055,55.95977293657442,9.920138748569883,1.3882177649771084,0.09433212351034338,0.021957236679879488,5153.8936578213115,1704.7743747498896,464.6350157473003,86.01687079203396,1894.6981916372179,371.01133256237756,153.15170692771284,0.8490781162358768,0.09531095001329173,0.032851530014386954
73,2135.9,1.829051149639702,0.19900111333408654,0.4134461417100687,0.7045316662588945,56.15483493336769,12.613519595592644,1.3862138981115009,0.11764895875239614,0.027073576095137847,5172.295649579253,1847.7219153438862,511.30816882578995,86.466101122836,1903.7759701758346,444.4799229839406,179.67373679025638,0.8482258596694832,0.09983160591331137,0.034478897320307116
74,1736.9,1.8254124213076754,0.14539884610923157,0.3708901117649238,0.6385451559189209,55.248199466723285,10.55932098898545,1.3811380513214508,0.11283993395091534,0.03250988840445761,5107.631122195312,1974.198762820159,491.6073347103812,87.12343158056905,1883.1436210123636,361.0041811556365,140.16650785043228,0.839928284486487,0.11646158666801601,0.04403401547197107
75,1738.3,1.8239152514469559,0.14206944538436647,0.329672168717489,0.5852395529665078,55.447347674146954,9.22500165709763,1.3836219398963059,0.10384274743629175,0.027961602008961674,5123.089760509431,1895.2028083038285,468.98096758796606,86.41145841923408,1879.942513576943,348.0646968266768,133.690455899482,0.8424101868297595,0.10801154327784658,0.03996002307098637
76,1773.6,1.826508376870114,0.14829883107615535,0.3813572186601705,0.6472939856817519,55.21371608757784,10.744912853920596,1.3805552665331382,0.1168051556592804,0.033519199544907445,5119.968255333964,2056.754153861803,511.6543233009247,87.29844768282946,1884.107261134644,370.18106524466816,142.02421590839214,0.8395313651573694,0.11897120661215789,0.044713281408239575
77,1940.7,1.8359759019127664,0.14526211821481802,0.3326287410986945,0.6245661932632793,55.92454782894471,9.098096892493999,1.3826720576740832,0.10701671755449293,0.028422217434332077,5150.885158978437,2042.6329625112355,467.4255993957659,85.76425982545811,1868.862401214267,366.69073807576456,125.28842767873932,0.8352031150502813,0.10701793476287115,0.04377892559065921
78,1826.1,1.8234864561240784,0.1566207971045142,0.3470044567608777,0.6196808793680788,55.6439858399066,9.653799607013617,1.3853429596032483,0.10941169984472982,0.026057810639037116,5210.645210619213,2112.0329386494486,547.5312072052745,86.2928277725916,1895.8607971506983,388.457669288543,153.98916167620536,0.8461736335021111,0.10875551547457982,0.0369832316046461
